nrc,sigla,seccion,nombre,profesor,horario,escuela,semestre
26228,DPT8075,1,Selección de Rugby Hombres,Alvarado Jorge,: CLAS C- RUGBY,Deportes,2026-1
26230,DPT8110,1,Selección de Hockey Césped Mujeres,Barra Daniel,: CLAS C-SINTETIC,Deportes,2026-1
26231,DPT8165,1,Selección de Cross Country Mujeres,Diaz Cesar,: CLAS AREA VERDE,Deportes,2026-1
26232,DPT8175,1,Selección de Cross Country Hombres,Diaz Cesar,: CLAS AREA VERDE,Deportes,2026-1
26233,DPT8310,1,Selección de Fútbol Sala Mujeres,Ibarra Hugo,: CLAS GIMNASIO A,Deportes,2026-1
26235,DPT8315,1,Selección de Fútbol Sala Hombres,Guerra Jorge,: CLAS GIMNASIO A,Deportes,2026-1
26237,DPT8415,1,Selección de Halterofilia Mujeres,Castro Paulo,: CLAS S-PESAS,Deportes,2026-1
26238,DPT8425,1,Selección de Halterofilia Hombres,Castro Paulo,: CLAS S-PESAS,Deportes,2026-1
26236,DPT8455,1,Selección Deportiva No Tradicional,Gajardo Guillermo,: CLAS SIN SALA,Deportes,2026-1
32951,DPT9002,1,Hidrogimnasia al Servicio de la Comunidad,Terreros Luz,M-J-V:4 CLAS PISCINA,Deportes,2026-1
32956,DPT9004,1,Fútbol Sala II al Servicio de la Comunidad,Guerra Jorge,M-J-V:6 CLAS GIMNASIO A,Deportes,2026-1
26150,DPT9015,1,Expresión Corporal y Foclor I,Martinez Ana,L:2 CLAS CORPORAL1 W-V:1 CLAS CORPORAL1,Deportes,2026-1
26151,DPT9015,2,Expresión Corporal y Foclor I,Martinez Ana,L:3 CLAS CORPORAL1 W-V:2 CLAS CORPORAL1,Deportes,2026-1
26152,DPT9015,3,Expresión Corporal y Foclor I,Martinez Ana,L:4 CLAS CORPORAL1 W-V:3 CLAS CORPORAL1,Deportes,2026-1
26153,DPT9015,4,Expresión Corporal y Foclor I,Martinez Ana,L:5 CLAS CORPORAL1 W-V:4 CLAS CORPORAL1,Deportes,2026-1
26154,DPT9035,1,"Liderazgo, Juegos y Recreación I",Ibanez Luis,L-W-V:1 CLAS C-SINTETIC,Deportes,2026-1
26155,DPT9035,2,"Liderazgo, Juegos y Recreación I",Ibanez Luis,L-W-V:2 CLAS C-SINTETIC,Deportes,2026-1
26156,DPT9035,3,"Liderazgo, Juegos y Recreación I",Rojas Cristian,L-M-J:3 CLAS AREA VERDE,Deportes,2026-1
26157,DPT9035,4,"Liderazgo, Juegos y Recreación I",Rojas Cristian,L-M-J:4 CLAS AREA VERDE,Deportes,2026-1
27845,DPT9035,5,"Liderazgo, Juegos y Recreación I",Rojas Cristian,L-M-J:5 CLAS AREA VERDE,Deportes,2026-1
30289,DPT9035,6,"Liderazgo, Juegos y Recreación I",Rojas Cristian,L-M-J:6 CLAS AREA VERDE,Deportes,2026-1
31523,DPT9035,7,"Liderazgo, Juegos y Recreación I",Cortes Veronica,"L:5,6 CLAS SIN SALA M:6 CLAS SIN SALA",Deportes,2026-1
26158,DPT9045,1,"Actividad Física, Deporte y Salud",Serrano Andres,M-J:4 CLAS C403,Deportes,2026-1
26159,DPT9055,1,"Intro a la Práctica Deportiva para Personas Con Discapacidad Visual, Motora e Intelectual Niv Básico",Carvajal Maria,"W:6,7 CLAS AREA VERDE",Deportes,2026-1
32967,DPT9056,1,Deporte Adaptado e Inclusión al Servicio de la Comunidad,Carvajal Maria,"M:5,6 CLAS C304",Deportes,2026-1
30860,DPT9065,2,"Embajadores de Cambio, para Una Vida Activa",Vargas Ana,M-J:5 CLAS CORPORAL2 V:4 CLAS CORPORAL2,Deportes,2026-1
32215,DPT9100,1,Taichi y Cultura Tradicional China,Boisseranc Aznous,"M:3 CLAS R201 J:2,3 CLAS R205",Deportes,2026-1
32939,DPT9105,1,Danza Estilo Libre,Ortiz Denisse,L-M-J:1 CLAS CORPORAL1,Deportes,2026-1
32945,DPT9105,2,Danza Estilo Libre,Ortiz Denisse,L-M-J:2 CLAS CORPORAL1,Deportes,2026-1
32947,DPT9105,3,Danza Estilo Libre,Ortiz Denisse,L-M-J:3 CLAS CORPORAL1,Deportes,2026-1
26160,DPT9335,1,Motricidad en el Ciclo Vital I,Marin Claudia,"L:7,8 CLAS D401 W:7 CLAS D401",Deportes,2026-1
33417,DPT9336,1,Motricidad en el Ciclo Vital al Servicio de la Comunidad,Marin Claudia,"W:8 CLAS C400 V:7,8 CLAS CS402",Deportes,2026-1
34191,DDE0001,1,Taller de Ética e Integridad en la Investigación,Widow Felipe,L:4 CLAS ALLENDE-1,Derecho,2026-1
31073,DDE3130,1,Introducción a la Investigación Jurídica,Wegmann Adolfo,L:3 CLAS SIN SALA,Derecho,2026-1
27579,DDE3137,1,Libertad de Expresión y Libertad de Cátedra,(Sin Profesores),,Derecho,2026-1
29225,DDE3137,2,Libertad de Expresión y Libertad de Cátedra,(Sin Profesores),,Derecho,2026-1
34132,DDE3139,1,Seminario de Preparación de Tesis Doctoral,Ossandon Maria,:2 CLAS SIN SALA,Derecho,2026-1
16380,DDE3140,1,Proyecto de Tesis Doctoral,Dirección Docente,: TES SIN SALA,Derecho,2026-1
17255,DDE3142,1,Tesis Doctoral I,Dirección Docente,: TES SIN SALA,Derecho,2026-1
20083,DDE3144,1,Tesis Doctoral III,Dirección Docente,: CLAS SIN SALA,Derecho,2026-1
19989,DDE3150,1,Autoría o Artículo Científico,Dirección Docente,"M:7,8 TES SIN SALA",Derecho,2026-1
22257,DDE3151,1,Pasantía,Dirección Docente,: TES SIN SALA,Derecho,2026-1
21973,DEL318,1,Derecho de la Comunicación,Leturia Francisco,"J:5,6 CLAS COM_103 V:3 AYU COM_103",Derecho,2026-1
16130,DER001C,1,Teoría del Acto Jurídico y Teoría de la Ley,"Correa Mario, Germain Andres",L-W-V:1 CLAS EDO_FREI_M,Derecho,2026-1
16132,DER001C,2,Teoría del Acto Jurídico y Teoría de la Ley,"Cifuentes Ramon, Dibarrart Miguel",L-W-V:1 CLAS S_PIÑERA_E,Derecho,2026-1
16121,DER001C,3,Teoría del Acto Jurídico y Teoría de la Ley,"Fernandez Gonzalo, Fontecilla Arturo",L-M-J:4 CLAS CAR_OVIEDO,Derecho,2026-1
16124,DER001C,4,Teoría del Acto Jurídico y Teoría de la Ley,"Eyzaguirre Cristobal, Allende Vicente",L-W-V:1 CLAS CLARO,Derecho,2026-1
16127,DER001C,5,Teoría del Acto Jurídico y Teoría de la Ley,"Gandarillas Cristian, Vergara Nicolas",L-W-V:1 CLAS CINE_CEX,Derecho,2026-1
17403,DER001C,6,Teoría del Acto Jurídico y Teoría de la Ley,Barrientos Marcelo,M-J:4 CLAS D402 W:2 CLAS D402,Derecho,2026-1
24803,DER001C,7,Teoría del Acto Jurídico y Teoría de la Ley,"Villaseca Roberto, Faúndes Fernando",L-W-V:1 CLAS COM_103,Derecho,2026-1
10842,DER001F,1,Derecho Romano I,Correa Mario,L-W:3 CLAS EDO_FREI_M,Derecho,2026-1
10831,DER001F,2,Derecho Romano I,Carvajal Patricio,L-W:3 CLAS A_201,Derecho,2026-1
10838,DER001F,3,Derecho Romano I,Amunategui Carlos,L-W:1 CLAS AUD-51,Derecho,2026-1
10856,DER001F,4,Derecho Romano I,Correa Mario,L-W:3 CLAS PLIRA,Derecho,2026-1
10849,DER001F,5,Derecho Romano I,Wegmann Adolfo,L-W:1 CLAS P_AYLWIN_A,Derecho,2026-1
16083,DER001F,6,Derecho Romano I,Schiele Claudia,L-W:1 CLAS A_102,Derecho,2026-1
23180,DER001F,7,Derecho Romano I,Rodriguez Javier,L-W:1 CLAS PLIRA,Derecho,2026-1
26357,DER001F,8,Derecho Romano I,Musso Benjamín,L-W:1 CLAS D402,Derecho,2026-1
16135,DER001L,1,Instituciones del Estado de Derecho Chileno,"Fermandois Arturo, Garcia Jose",M-J:2 CLAS S_PIÑERA_E W:5 CLAS RAULSILVAH,Derecho,2026-1
16138,DER001L,2,Instituciones del Estado de Derecho Chileno,"Fernandez Miguel, Parodi Alejandro",M-W-J:5 CLAS MATTE_CEX,Derecho,2026-1
16140,DER001L,3,Instituciones del Estado de Derecho Chileno,Rosales Cecilia,M-J:2 CLAS PLIRA W:5 CLAS EDO_FREI_M,Derecho,2026-1
16144,DER001L,4,Instituciones del Estado de Derecho Chileno,Soto Jose,M-J:2 CLAS MOSCATTI W:5 CLAS A_102,Derecho,2026-1
16146,DER001L,5,Instituciones del Estado de Derecho Chileno,Ovalle Alejandra,M-J:2 CLAS M7 W:5 CLAS P_AYLWIN_A,Derecho,2026-1
23219,DER001L,6,Instituciones del Estado de Derecho Chileno,Candia Gonzalo,M-J:2 CLAS M5 W:5 CLAS CELIAPEREZ,Derecho,2026-1
26360,DER001L,7,Instituciones del Estado de Derecho Chileno,"Pavez Maximo, Vodanovic Andres",M-J:2 CLAS JGUZMAN W:5 CLAS A_201,Derecho,2026-1
17033,DER001P,1,Derecho Penal Parte General I,Izquierdo Cristobal,L-M:4 CLAS AUD-81 W:3 CLAS RAULSILVAH,Derecho,2026-1
17034,DER001P,2,Derecho Penal Parte General I,Santibanez Maria,L-M-J:5 CLAS A_102,Derecho,2026-1
17035,DER001P,3,Derecho Penal Parte General I,Pina Juan,L-M-J:4 CLAS S_PIÑERA_E,Derecho,2026-1
17036,DER001P,4,Derecho Penal Parte General I,"Rosenblut Veronica, Aldoney Rodrigo",L-M-J:5 CLAS D402,Derecho,2026-1
17037,DER001P,5,Derecho Penal Parte General I,Ossandon Maria,L-M-J:4 CLAS RAULSILVAH,Derecho,2026-1
21000,DER001P,6,Derecho Penal Parte General I,"Riquelme Eduardo, Irarrazaval Cristian",L-M-J:5 CLAS JGUZMAN,Derecho,2026-1
17009,DER001R,1,Instituciones Procesales I,Machado Priscila,L-W-V:2 CLAS JGUZMAN,Derecho,2026-1
17008,DER001S,1,Derecho del Trabajo,"Tagle Teresita, Irureta Pedro",M-W-J:3 CLAS A_102,Derecho,2026-1
17007,DER002C,1,Personas y Bienes,Carmona Pedro,L-M-J:6 CLAS JGUZMAN,Derecho,2026-1
27808,DER002F,1,Derecho Romano II,Musso Benjamín,L-M-J:6 CLAS AUD-51,Derecho,2026-1
16150,DER002L,1,Derecho Internacional Público,Lopez Rafael,L-W-V:3 CLAS CLARO,Derecho,2026-1
16153,DER002L,2,Derecho Internacional Público,Paul Alvaro,L-M-V:3 CLAS ASILVA,Derecho,2026-1
16152,DER002L,3,Derecho Internacional Público,Cobo Nicolas,M-W:3 CLAS CINE_CEX J:4 CLAS PLIRA,Derecho,2026-1
16151,DER002L,4,Derecho Internacional Público,Paul Alvaro,"L:5,6 CLAS P_AYLWIN_A V:2 CLAS P_AYLWIN_A",Derecho,2026-1
16154,DER002L,5,Derecho Internacional Público,Rioseco Sebastian,L-W-V:3 CLAS A_301,Derecho,2026-1
16155,DER002L,6,Derecho Internacional Público,Rioseco Sebastian,L:4 CLAS A_301 W:6 CLAS A_201 V:2 CLAS A_301,Derecho,2026-1
24848,DER002L,7,Derecho Internacional Público,"Tagle Felipe, Chiappini Valeria",L-W-V:3 CLAS S_PIÑERA_E,Derecho,2026-1
31952,DER002N,1,Derecho Canónico,"Pimstein Maria, Celis Ana",M-W-J:2 CLAS COM_308,Derecho,2026-1
19003,DER002P,1,Derecho Penal Parte General II,Belmonte Matias,L-M-J:4 CLAS CLARO,Derecho,2026-1
23780,DER002P,2,Derecho Penal Parte General II,"Gajardo Tania, Contreras Sebastian",L-M-J:4 CLAS MATTE_CEX,Derecho,2026-1
17021,DER002R,1,Instituciones Procesales II,"Bertin Felipe, Balmaceda Jaime",L-V:2 CLAS S_PIÑERA_E W:6 CLAS JGUZMAN,Derecho,2026-1
17023,DER002R,2,Instituciones Procesales II,Luco Nicolas,L-W-V:2 CLAS A_102,Derecho,2026-1
17024,DER002R,3,Instituciones Procesales II,"Ilharreborde Jose, Vial Gonzalo",L-W-V:2 CLAS M8,Derecho,2026-1
17022,DER002R,4,Instituciones Procesales II,"Frias Nicolas, Roman Paulo",L-W-V:2 CLAS MSANTANDER,Derecho,2026-1
17025,DER002R,5,Instituciones Procesales II,"Martinez Patricio, Gutierrez Javiera",L:2 CLAS EDO_FREI_M M-W:6 CLAS EDO_FREI_M,Derecho,2026-1
26363,DER002R,6,Instituciones Procesales II,Machado Priscila,L-W-V:3 CLAS JGUZMAN,Derecho,2026-1
17015,DER003C,1,Obligaciones,Dominguez Carmen,L-M-W:3 CLAS COM_103,Derecho,2026-1
17016,DER003C,2,Obligaciones,"Verdugo Claudio, Cruz Luciano",L-W:1 CLAS CAR_OVIEDO J:3 CLAS COM_308,Derecho,2026-1
17017,DER003C,3,Obligaciones,Goldenberg Juan,L-W:1 CLAS RAULSILVAH J:3 CLAS PLIRA,Derecho,2026-1
17018,DER003C,4,Obligaciones,"Boetsch Cristian, Rios Jaime",L-W-V:1 CLAS A_301,Derecho,2026-1
17019,DER003C,5,Obligaciones,Alcalde Jaime,L-W-V:1 CLAS COM_308,Derecho,2026-1
26362,DER003C,6,Obligaciones,"Vives Alvaro, Hubner Felipe",L-W-V:1 CLAS B-101,Derecho,2026-1
10869,DER003F,1,Fundamentos Filosóficos del Derecho,Madrid Raul,L-M-W:3 CLAS P_AYLWIN_A,Derecho,2026-1
10887,DER003F,2,Fundamentos Filosóficos del Derecho,Widow Felipe,L-W-V:2 CLAS MOSCATTI,Derecho,2026-1
10880,DER003F,3,Fundamentos Filosóficos del Derecho,Ferrer Alvaro,L-W-V:3 CLAS MATTE_CEX,Derecho,2026-1
10875,DER003F,4,Fundamentos Filosóficos del Derecho,Lopez Antonio,L-M-V:3 CLAS RAULSILVAH,Derecho,2026-1
16089,DER003F,5,Fundamentos Filosóficos del Derecho,Bruna Leonardo,L-W-V:3 CLAS MSANTANDER,Derecho,2026-1
10862,DER003F,6,Fundamentos Filosóficos del Derecho,"Letelier Gonzalo, Bersezio Aldo",L-W-V:2 CLAS A_201,Derecho,2026-1
26358,DER003F,7,Fundamentos Filosóficos del Derecho,Recabarren Clemente,L-W-V:2 CLAS B-104,Derecho,2026-1
33884,DER003F,8,Fundamentos Filosóficos del Derecho,"Guijarro Sebastian, Squella Juan",L-W-V:2 CLAS RAULSILVAH,Derecho,2026-1
17010,DER003L,1,Derechos Fundamentales y Derechos Humanos,Ovalle Alejandra,M-W-J:3 CLAS M7,Derecho,2026-1
18986,DER003P,1,Derecho Penal Parte Especial,"Martorell Daniel, Salim-Hanna Roberto",L-J:4 CLAS P_AYLWIN_A M:5 CLAS D302,Derecho,2026-1
18987,DER003P,2,Derecho Penal Parte Especial,Van Weezel Alex,L-M-J:5 CLAS ASILVA,Derecho,2026-1
18988,DER003P,3,Derecho Penal Parte Especial,"Rivera Hugo, Bonacic Cristobal",L-M-J:4 CLAS A_102,Derecho,2026-1
18989,DER003P,4,Derecho Penal Parte Especial,"Galvez Jorge, Cortés José",L-M-J:4 CLAS D302,Derecho,2026-1
21005,DER003P,5,Derecho Penal Parte Especial,"Martorell Daniel, Krause Maria",L-M-J:4 CLAS D303,Derecho,2026-1
26366,DER003P,6,Derecho Penal Parte Especial,Ossandon Maria,L-M-J:6 CLAS ASILVA,Derecho,2026-1
19000,DER003R,1,Procedimientos Civiles I,"Niklitschek Alfredo, Correa Pablo",L-W-V:2 CLAS CLARO,Derecho,2026-1
19001,DER003R,2,Procedimientos Civiles I,"Bravo Maria, Zañartu Simon",L-W-V:2 CLAS CAR_OVIEDO,Derecho,2026-1
18998,DER004C,1,Fuentes de Obligaciones I,"Ossa Juan, Leal Patricia",L-W-V:1 CLAS FD-101,Derecho,2026-1
27811,DER004C,2,Fuentes de Obligaciones I,Palominos Orlando,L-W-V:1 CLAS FCAP,Derecho,2026-1
23350,DER004F,1,Derecho Natural,Madrid Raul,L-W:2 CLAS P_AYLWIN_A M:4 CLAS P_AYLWIN_A,Derecho,2026-1
16296,DER004F,2,Derecho Natural,Ferrer Alvaro,L-W-V:2 CLAS FCAP,Derecho,2026-1
17027,DER004L,1,Derecho Administrativo I,Vergara Alejandro,M-J:3 CLAS CAR_OVIEDO W:5 CLAS CAR_OVIEDO,Derecho,2026-1
17028,DER004L,2,Derecho Administrativo I,"Bocksang Gabriel, Enteiche Nicolás",M-J:2 CLAS CLARO W:5 CLAS COM_103,Derecho,2026-1
17029,DER004L,3,Derecho Administrativo I,"Ponce de Leon Sandra, Femenias Jorge",M-J:2 CLAS A_201 W:5 CLAS D402,Derecho,2026-1
17031,DER004L,4,Derecho Administrativo I,"Lara José, Bocchi Giannina",M-J:2 CLAS D304 W:5 CLAS D304,Derecho,2026-1
24804,DER004L,5,Derecho Administrativo I,"Cordero Eduardo, González Francisco",M-J:2 CLAS COM_307 W:5 CLAS S_PIÑERA_E,Derecho,2026-1
17030,DER004L,6,Derecho Administrativo I,"Poblete Victor, Helfmann Carolina",M-J:2 CLAS D303 W:5 CLAS D303,Derecho,2026-1
33891,DER004L,7,Derecho Administrativo I,Rivera Daniela,M-J:2 CLAS ASILVA W:5 CLAS ASILVA,Derecho,2026-1
18993,DER004R,1,Procedimientos Civiles II,"Silva Jose, Oyarzun Macarena",L-W:2 CLAS D302,Derecho,2026-1
18994,DER004R,2,Procedimientos Civiles II,"Vial Jorge, Burmester Angelica",L-W:2 CLAS PLIRA,Derecho,2026-1
18995,DER004R,3,Procedimientos Civiles II,Gonzalez Paulina,L-W:2 CLAS D303,Derecho,2026-1
18996,DER004R,4,Procedimientos Civiles II,"Riesco Ricardo, Blavi Francisco",L-W:2 CLAS M7,Derecho,2026-1
26365,DER004R,5,Procedimientos Civiles II,"Moreno Raimundo, Rencoret Pedro",L-W:2 CLAS MATTE_CEX,Derecho,2026-1
27806,DER004R,6,Procedimientos Civiles II,"Naudon Ignacio, Villablanca Jose",L-W:2 CLAS CINE_CEX,Derecho,2026-1
18973,DER005C,1,Fuentes de las Obligaciones II,"Contreras Oscar, Cuchacovich Rodrigo",L-W:1 CLAS MOSCATTI,Derecho,2026-1
18974,DER005C,2,Fuentes de las Obligaciones II,Carvajal Patricio,L-W:1 CLAS JGUZMAN,Derecho,2026-1
18976,DER005C,3,Fuentes de las Obligaciones II,"Lecaros Raul, Lecaros Pablo",L-W:1 CLAS D302,Derecho,2026-1
18977,DER005C,4,Fuentes de las Obligaciones II,"Rencoret Gonzalo, Garces Felipe",L-W:1 CLAS D303,Derecho,2026-1
24927,DER005C,5,Fuentes de las Obligaciones II,"Ugarte Jose, Ugarte Jorge",L-W:1 CLAS ASILVA,Derecho,2026-1
31944,DER005C,6,Fuentes de las Obligaciones II,"Jimenez Jose, Ferrada Benjamin",L:1 CLAS COM_307 W:6 CLAS P_AYLWIN_A,Derecho,2026-1
10900,DER005F,1,Historia del Derecho,"Lopez Enrique, Menanteau Jean",L-M-J:4 CLAS EDO_FREI_M,Derecho,2026-1
10912,DER005F,2,Historia del Derecho,Frontaura Carlos,M-J:4 CLAS M3 W:2 CLAS S_PIÑERA_E,Derecho,2026-1
10919,DER005F,3,Historia del Derecho,Botto Andrea,L-M-J:4 CLAS CELIAPEREZ,Derecho,2026-1
10924,DER005F,4,Historia del Derecho,"Unzueta Carolina, Astudillo Paula",L-M-J:4 CLAS M7,Derecho,2026-1
10893,DER005F,5,Historia del Derecho,"Zepeda Cristobal, Rodríguez Bruno",L-M-J:4 CLAS CINE_CEX,Derecho,2026-1
18931,DER005F,6,Historia del Derecho,Infante Javier,L-M-J:4 CLAS A_201,Derecho,2026-1
26359,DER005F,7,Historia del Derecho,"Jara Alejandro, Moreno Constanza",L-M-J:4 CLAS AUD-71,Derecho,2026-1
18999,DER005L,1,Derecho Administrativo II,"Contreras Oscar, Pastene Paulina",M-J:2 CLAS A_301 W:5 CLAS JGUZMAN,Derecho,2026-1
21029,DER005R,1,Procedimientos Penales,"Martorell Daniel, Ried Ignacio",L-W-V:2 CLAS FD-101,Derecho,2026-1
25391,DER005R,2,Procedimientos Penales,Rodriguez Manuel,"M:5,6 CLAS FD-101 J:5 CLAS FD-101",Derecho,2026-1
21975,DER006C,1,Derecho de Familia,Salinas Carolina,M-W-J:3 CLAS D304,Derecho,2026-1
27813,DER006C,2,Derecho de Familia,"Zuñiga Fernando, Morales Pablo",L-W-V:1 CLAS MATTE_CEX,Derecho,2026-1
17006,DER006F,1,"Historia de las Instituciones Jurídicas, Políticas y Sociales Chilenas","Frontaura Carlos, Sfeir Javiera",L-V:4 CLAS D402 W:6 CLAS CAR_OVIEDO,Derecho,2026-1
16157,DER006L,1,Derecho Económico II,Bravo Felipe,M-J:1 CLAS FD-101 W:4 CLAS D302,Derecho,2026-1
16158,DER006L,2,Derecho Económico II,"Menchaca Tomas, Sahd Jorge",M-J:1 CLAS COM_103 W:4 CLAS JGUZMAN,Derecho,2026-1
16159,DER006L,3,Derecho Económico II,González Marco,M-J:1 CLAS D303 W:4 CLAS COM_307,Derecho,2026-1
16160,DER006L,4,Derecho Económico II,Romero Juan,M-J:5 CLAS EDO_FREI_M W:4 CLAS RAULSILVAH,Derecho,2026-1
16161,DER006L,5,Derecho Económico II,"Jungmann Ricardo, Celis Juan","M:5,6 CLAS D303 V:4 CLAS P_AYLWIN_A",Derecho,2026-1
17002,DER006L,6,Derecho Económico II,"Coeymans Juan, Ramirez Guillermo",M-J:1 CLAS CLARO W:4 CLAS D402,Derecho,2026-1
33887,DER006L,7,Derecho Económico II,"Bustamante Jose, Aránguiz Matías",M-J:1 CLAS ASILVA W:4 CLAS ASILVA,Derecho,2026-1
20919,DER007C,1,Derecho Sucesorio,"Diaz de Valdes Rodrigo, Ruiz-Tagle Jose",L-W-V:1 CLAS A_MAGNACEX,Derecho,2026-1
20920,DER007C,2,Derecho Sucesorio,"Sochting Andres, Eyzaguirre Fernando",L-W-V:1 CLAS M8,Derecho,2026-1
20921,DER007C,3,Derecho Sucesorio,Salinas Carolina,M-J:4 CLAS D304 W:2 CLAS D304,Derecho,2026-1
20922,DER007C,4,Derecho Sucesorio,Correa Mario,L-W-V:1 CLAS A_201,Derecho,2026-1
26367,DER007C,5,Derecho Sucesorio,Barrientos Marcelo,M-W-J:3 CLAS D402,Derecho,2026-1
33908,DER007C,6,Derecho Sucesorio,"Awad Alvaro, Vial Jose",L-W-V:1 CLAS MSANTANDER,Derecho,2026-1
10944,DER007F,1,Teoría y Fuentes del Derecho,Vergara Alejandro,M-J:2 CLAS CAR_OVIEDO,Derecho,2026-1
10939,DER007F,2,Teoría y Fuentes del Derecho,"Frontaura Carlos, Reyes Constanza",L-M:2 CLAS B-101,Derecho,2026-1
10929,DER007F,3,Teoría y Fuentes del Derecho,Amunategui Carlos,M-J:2 CLAS AUD-71,Derecho,2026-1
10935,DER007F,4,Teoría y Fuentes del Derecho,Romero Juan,M-J:2 CLAS AUD-81,Derecho,2026-1
10949,DER007F,5,Teoría y Fuentes del Derecho,"Farias Alejandro, Tagle Diego",M-J:2 CLAS RAULSILVAH,Derecho,2026-1
16105,DER007F,6,Teoría y Fuentes del Derecho,Villalonga Cristian,M-J:2 CLAS MATTE_CEX,Derecho,2026-1
18932,DER007F,7,Teoría y Fuentes del Derecho,Alcalde Jaime,L-W:3 CLAS AUD-51,Derecho,2026-1
26965,DER007F,8,Teoría y Fuentes del Derecho,Carmona Pedro,M-J:2 CLAS A_102,Derecho,2026-1
20930,DER007L,1,Derecho Tributario I,"Pereira Julio, Carloza Mauricio",L-M-J:5 CLAS MOSCATTI,Derecho,2026-1
20931,DER007L,2,Derecho Tributario I,"Gorziglia Mario, Gorziglia Franco",M-J:1 CLAS CAR_OVIEDO W:4 CLAS AUD-61,Derecho,2026-1
20932,DER007L,3,Derecho Tributario I,"Hurtado Francisco, Hormazábal Diego",M-J:1 CLAS RAULSILVAH W:4 CLAS B-103,Derecho,2026-1
20933,DER007L,4,Derecho Tributario I,"Ferrari Oscar, Fernandez Trinidad",M-J:1 CLAS MOSCATTI W:4 CLAS A_201,Derecho,2026-1
24983,DER007L,5,Derecho Tributario I,"Del Valle Jaime, Cruzat Rafael",M-J:1 CLAS MSANTANDER W:4 CLAS AUD-81,Derecho,2026-1
33909,DER007L,6,Derecho Tributario I,"Alvarado Nicolas, Vallebona Sebastián",M-J:1 CLAS M7 W:4 CLAS M7,Derecho,2026-1
17039,DER008C,1,El Comerciante y Bases de la Contratación Mercantil,"Nacrur Miguel, Moya Wildo",M-J:1 CLAS EDO_FREI_M W:4 CLAS EDO_FREI_M,Derecho,2026-1
17040,DER008C,2,El Comerciante y Bases de la Contratación Mercantil,"Alvarez Rodrigo, Gorziglia Arnaldo",M-J:1 CLAS CINE_CEX W:4 CLAS B-102,Derecho,2026-1
17041,DER008C,3,El Comerciante y Bases de la Contratación Mercantil,"Ochagavia Rodrigo, Poblete Arturo",M-J:1 CLAS AUD-71 W:4 CLAS A_102,Derecho,2026-1
17042,DER008C,4,El Comerciante y Bases de la Contratación Mercantil,"Martin Jorge, Bravo Fernando",M-J:1 CLAS P_AYLWIN_A W:4 CLAS CAR_OVIEDO,Derecho,2026-1
17043,DER008C,5,El Comerciante y Bases de la Contratación Mercantil,"Halpern Mauricio, De la Cerda Pablo",M-J:1 CLAS PLIRA W:4 CLAS MS-1,Derecho,2026-1
21004,DER008C,6,El Comerciante y Bases de la Contratación Mercantil,"Rios Roberto, Martínez Francisca",M-J:3 CLAS JGUZMAN W:4 CLAS P_AYLWIN_A,Derecho,2026-1
21022,DER008F,1,Derecho Económico I,"Ramos Camila, Ossa Maria",M-J:5 CLAS A_201,Derecho,2026-1
23359,DER008L,1,Derecho Tributario II,"Lagos Eduardo, Arancibia Jorge",M-J:1 CLAS MEDIACION,Derecho,2026-1
27815,DER008L,2,Derecho Tributario II,"Alvarez Rodrigo, Ceron Javier",M-J:2 CLAS CINE_CEX,Derecho,2026-1
19002,DER009C,1,Derecho de Sociedades,"Valdes Juan, Valdivieso Juan",M-J:1 CLAS COM_308 W:4 CLAS MATTE_CEX,Derecho,2026-1
16305,DER009F,1,Derecho Político,Rudinsky Jordan,M-J:3 CLAS D303,Derecho,2026-1
18980,DER010C,1,Financiamiento de la Empresa,"Labbe Alberto, Palma Juan",M-J:1 CLAS M5 W:4 CLAS M8,Derecho,2026-1
18981,DER010C,2,Financiamiento de la Empresa,"Guerrero Roberto, Kubick Tomas",M-J:1 CLAS AUD-61 W:4 CLAS A_301,Derecho,2026-1
18983,DER010C,3,Financiamiento de la Empresa,"Ried Jose, Carpentier Cristian",M-J:1 CLAS D402 W:4 CLAS COM_308,Derecho,2026-1
18985,DER010C,4,Financiamiento de la Empresa,"Zegers Matias, Ferrada Juan",M-J:1 CLAS JGUZMAN W:4 CLAS PLIRA,Derecho,2026-1
19610,DER010C,5,Financiamiento de la Empresa,"Herrera Cristian, Guerrero Pablo",L-W:3 CLAS COM_308 M:1 CLAS COM_307,Derecho,2026-1
26364,DER010C,6,Financiamiento de la Empresa,"Dalgalarrando Felipe, Ilharreborde Juan",M-J:1 CLAS A_102 W:4 CLAS CINE_CEX,Derecho,2026-1
26370,DER011C,1,Contratos Mercantiles y Concursos,"Goldenberg Juan, Gaspar Jose",M-J:1 CLAS FCAP W:4 CLAS FCAP,Derecho,2026-1
21032,DER011C,2,Contratos Mercantiles y Concursos,"De la Barra Francisco, Anguita Fernanda",M-J:2 CLAS D405 V:4 CLAS FD-101,Derecho,2026-1
23357,DER012C,1,Derecho Internacional Privado,"Zaldivar Felipe, Palavecino Franco",M-J:7 CLAS EDO_FREI_M,Derecho,2026-1
10974,DER100H,1,Taller de Metodología de la Investigación,Dirección Docente,W-V:4 CLAS AUD-51,Derecho,2026-1
10954,DER100H,2,Taller de Metodología de la Investigación,Dirección Docente,W-V:4 CLAS S_PIÑERA_E,Derecho,2026-1
